Title,Type,Author,Genre,Status,Notes,Pages,Year,Score,Goodreads
The Romance of the Three Kingdoms,Novel,Luo Guanzhong,Fiction: Historical,NOT STARTED,,672,1522,,4.37
The Dream Machine: J.C.R. Licklider and the Revolution That Made Computing Personal,Non-Fiction,M. Mitchell Waldrop,Non-Fiction: Science,NOT STARTED,,512,2001,,4.57
Collected Ghost Stories,Anthology,M. R. James,Fiction: Horror,NOT STARTED,,568,1931,,4.13
The First Emperor's Games,Short Story,Ma Boyong,Fiction: Science Fiction,FINISHED,,12,2016,3.50,3.85
The Tipping Point: How Little Things Can Make a Big Difference,Non-Fiction,Malcolm Gladwell,Non-Fiction: Philosophy,NOT STARTED,,301,2000,,4.00
Infomocracy,Novel,Malka Ann Older,Fiction: Science Fiction,NOT STARTED,"The Centenal Cycle, #1.",380,2016,,3.62
Dreaming the Eagle,Novel,Manda Scott,Fiction: Historical,NOT STARTED,"Boudica, #1.",465,2003,,4.07
The Terrible Parchment,Short Story,Manly Wade Wellman,Fiction: Horror: Cosmic,FINISHED,,6,1937,4.00,4.18
Pairpuppets,Short Story,Manuel Van Loggem,Fiction: Science Fiction,FINISHED,,5,1976,3.25,3.70
400 Boys,Short Story,Marc Laidlaw,Fiction: Science Fiction: Cyberpunk,FINISHED,,16,1985,3.00,3.95
The Sorcerer of Pyongyang,Novel,Marcel Theroux,Fiction: Magic Realism,NOT STARTED,,243,2022,,3.78
Archives of the Universe: 100 Discoveries That Transformed Our Understanding of the Cosmos,Non-Fiction,Marcia Bartusiak,Non-Fiction: Science,NOT STARTED,,720,2004,,4.29
La gesta del marrano,Novel,Marcos Aguinis,Fiction: Historical,NOT FINISHED,,688,1991,2.00,4.22
Meditations,Non-Fiction,Marcus Aurelius,Non-Fiction: Philosophy,NOT FINISHED,,182,181,2.00,4.28
The Handmaid's Tale,Novel,Margaret Atwood,Fiction: Science Fiction: Dystopian,FINISHED,"The Handmaid's Tale, #1.",314,1985,4.70,4.14
The Testaments,Novel,Margaret Atwood,Fiction: Science Fiction: Dystopian,NOT STARTED,"The Handmaid's Tale, #2.",422,2019,,4.19
The Memoirs of Cleopatra,Novel,Margaret George,Fiction: Historical,NOT STARTED,,1139,1997,,4.19
Gone with the Wind,Novel,Margaret Mitchell,Fiction: Literary,NOT STARTED,,1037,1936,,4.31
Forging the Darksword,Novel,"Margaret Weis, Tracy Hickman",Fiction: Fantasy: High,NOT STARTED,"Darksword, #1.",391,1988,,3.69
Dragons of Autumn Twilight,Novel,"Margaret Weis, Tracy Hickman",Fiction: Fantasy: High,NOT FINISHED,"Dungeons & Dragons: Dragonlance: Chronicles, #1.",444,1984,2.00,4.01
Oriental Tales,Anthology,Marguerite Yourcenar,Fiction: Literary,FINISHED,,160,1938,4.00,3.87
Memoirs of Hadrian,Novel,Marguerite Yourcenar,Fiction: Historical,NOT STARTED,,347,1951,,4.23
El bosque de los cuatro vientos,Novel,María Oruña,Fiction: Historical,NOT STARTED,,416,2020,,3.64
Nuestra parte de la noche,Novel,Mariana Enríquez,Fiction: Horror,NOT STARTED,,672,2019,,4.30
The Godfather,Novel,Mario Puzo,Fiction: Crime,NOT STARTED,"The Godfather, #1.",448,1969,,4.39
The Mists of Avalon,Novel,Marion Zimmer Bradley,Fiction: Fantasy,NOT STARTED,,1009,1982,,4.13
The Forever Machine,Novel,Mark Clifton,Fiction: Science Fiction,NOT STARTED,,351,1954,,3.05
The Secret History of Twin Peaks,Novel,Mark Frost,Fiction: Mystery,FINISHED,,362,2016,4.00,3.95
Prince of Thorns,Novel,Mark Lawrence,Fiction: Fantasy: High,NOT STARTED,"The Broken Empire, #1.",373,2011,,3.84
Beneath a Scarlet Sky,Novel,Mark T. Sullivan,Fiction: Historical,NOT STARTED,,509,2017,,4.43
The Adventures of Tom Sawyer,Novel,Mark Twain,Fiction: Literary,NOT STARTED,,244,1876,,3.92
The Adventures of Huckleberry Finn,Novel,Mark Twain,Fiction: Literary,NOT STARTED,,327,1884,,3.83
House of Leaves,Novel,Mark Z. Danielewski,Fiction: Horror,NOT STARTED,,710,2000,,4.09
The Book Thief,Novel,Markus Zusak,Fiction: Historical,NOT STARTED,,592,2005,,4.39
All Systems Red,Novella,Martha Wells,Fiction: Science Fiction,NOT STARTED,,144,2017,,4.16
Gorky Park,Novel,Martin Cruz Smith,Fiction: Thriller,NOT STARTED,"Arkady Renko, #1.",433,1981,,4.04
Dr. Xander's Cottage,Short Story,Martin D. Brown,Fiction: Horror: Cosmic,FINISHED,,4,1941,4.00,3.68
SPQR: A History of Ancient Rome,Non-Fiction,Mary Beard,Non-Fiction: History,NOT STARTED,,606,2015,,4.05
The Crystal Cave,Novel,Mary Stewart,Non-Fiction: Mythology,NOT STARTED,,484,1970,,4.13
Frankenstein,Novel,Mary W. Shelley,Fiction: Science Fiction: Apocalyptic,FINISHED,,260,1818,4.75,3.87
Dungeons and Desktops: The History of Computer Role-Playing Games,Non-Fiction,Matt Barton,Non-Fiction: Games,NOT FINISHED,,456,2008,3.00,3.65
The Destroyer of Worlds,Novel,Matt Ruff,Fiction: Horror: Cosmic,NOT STARTED,"Lovecraft Country, #2.",305,2023,,3.93
Lovecraft Country,Novel,Matt Ruff,Fiction: Horror: Cosmic,FINISHED,"Lovecraft Country, #1.",329,2016,4.90,4.02
An Atheist's History of Belief: Understanding Our Most Extraordinary Invention,Non-Fiction,Matthew Kneale,Non-Fiction: Religion,NOT STARTED,,256,2013,,3.91
Rome: A History in Seven Sackings,Non-Fiction,Matthew Kneale,Non-Fiction: History,FINISHED,,418,2017,3.75,3.86
The Iron King,Novel,Maurice Druon,Fiction: Historical,NOT FINISHED,"The Accursed Kings, #1.",340,1955,1.50,4.07
World War Z: An Oral History of the Zombie War,Novel,Max Brooks,Fiction: Horror,FINISHED,,342,2006,4.00,4.02
Life 3.0: Being Human in the Age of Artificial Intelligence,Non-Fiction,Max Tegmark,Non-Fiction: Philosophy,NOT STARTED,,384,2017,,4.02
Let's Go Play at the Adams',Novel,Mendal W. Johnson,Fiction: Horror,NOT STARTED,,282,1974,,3.43
The Yiddish Policemen's Union,Novel,Michael Chabon,Fiction: Science Fiction,NOT FINISHED,,414,2007,3.50,3.72
The Amazing Adventures of Kavalier & Clay,Novel,Michael Chabon,Fiction: Historical,FINISHED,,639,2000,4.93,4.18
Eaters of the Dead,Novel,Michael Crichton,Fiction: Historical,NOT STARTED,,304,1976,,3.70
The Andromeda Strain,Novel,Michael Crichton,Fiction: Science Fiction,NOT STARTED,"Andromeda, #1.",327,1969,,3.91
Sphere,Novel,Michael Crichton,Fiction: Science Fiction,NOT STARTED,,371,1987,,3.83
Jurassic Park,Novel,Michael Crichton,Fiction: Science Fiction,NOT STARTED,"Jurassic Park, #1.",466,1990,,4.10
Age of Myth,Novel,Michael J. Sullivan,Fiction: Fantasy: High,NOT STARTED,"The Legends of the First Empire, #1.",432,2016,,4.22
Highroad to the Stake: A Tale of Witchcraft,Non-Fiction,Michael Kunze,Non-Fiction: History,NOT STARTED,,440,1982,,3.79
The Elementals,Novel,Michael McDowell,Fiction: Horror,NOT FINISHED,,292,1981,3.00,4.01
Cold Moon Over Babylon,Novel,Michael McDowell,Fiction: Horror,NOT STARTED,,292,1980,,3.99
Elric of Melniboné,Novel,Michael Moorcock,Fiction: Fantasy: High,FINISHED,"Elric, #1.",181,1972,3.50,3.89
Lords of Chaos: The Bloody Rise of the Satanic Metal Underground,Non-Fiction,Michael Moynihan,Non-Fiction: Music,NOT FINISHED,,405,1998,2.00,3.69
"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",Non-Fiction,Michael Pollan,Non-Fiction: Science,NOT STARTED,,480,2018,,4.27
Fat Face,Novelette,Michael Shea,Fiction: Horror: Cosmic,FINISHED,,24,1987,3.00,4.12
Stations of the Tide,Novel,Michael Swanwick,Fiction: Science Fiction,NOT STARTED,,256,1991,,3.69
Empire of Imagination: Gary Gygax and the Birth of Dungeons & Dragons,Non-Fiction,Michael Witwer,Non-Fiction: Games,FINISHED,,302,2015,4.20,3.72
I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Non-Fiction,Michelle McNamara,Non-Fiction: Crime,NOT STARTED,,352,2018,,4.12
Michelle Remembers,Non-Fiction,"Michelle Smith, Lawrence Pazder",Non-Fiction: Psychology,NOT STARTED,,328,1980,,2.59
Black Sabbath: Symptom of the Universe,Non-Fiction,Mick Wall,Non-Fiction: Music,NOT STARTED,,379,2013,,4.01
When Giants Walked the Earth: A Biography of Led Zeppelin,Non-Fiction,Mick Wall,Non-Fiction: Music,NOT STARTED,,534,2008,,3.94
"Run to the Hills: Iron Maiden, the Authorized Biography",Non-Fiction,"Mick Wall, Chris Ingham",Non-Fiction: Music,NOT STARTED,,393,1998,,4.05
The Etruscan,Novel,Mika Waltari,Fiction: Historical,NOT STARTED,,381,1955,,3.96
The Storm Before the Storm: The Beginning of the End of the Roman Republic,Non-Fiction,Mike Duncan,Non-Fiction: History,NOT STARTED,,327,2017,,4.25
The Master and Margarita,Novel,Mikhail Bulgakov,Fiction: Historical,NOT STARTED,,372,1967,,4.29
The Malley System,Short Story,Miriam Allen deFord,Fiction: Science Fiction,FINISHED,,11,1967,3.50,4.17
Occult America: The Secret History of How Mysticism Shaped Our Nation,Non-Fiction,Mitch Horowitz,Non-Fiction: History,NOT STARTED,,291,2009,,3.59
The Airtight Garage,Graphic Novel,Moebius,Fiction: Science Fiction,NOT STARTED,,120,1979,,4.17
A Popular History of Witchcraft,Non-Fiction,Montague Summers,Non-Fiction: History,NOT STARTED,,304,1937,,3.71
Lion of Ireland,Novel,Morgan Llywelyn,Fiction: Historical,NOT STARTED,"Brian Boru, #1.",448,1980,,4.14
Druids,Novel,Morgan Llywelyn,Fiction: Historical,NOT STARTED,"Druids, #1.",480,1991,,4.02
The Shoes of the Fisherman,Novel,Morris L. West,Fiction: Historical,NOT STARTED,"The Vatican, #1.",374,1963,,4.00
The Fifth Season,Novel,N. K. Jemisin,Fiction: Science Fiction,NOT STARTED,"The Broken Earth, #1.",468,2015,,4.31
The City We Became,Novel,N. K. Jemisin,Fiction: Science Fiction,NOT STARTED,"Great Cities, #1.",488,2020,,3.87
Nestlings,Novel,Nat Cassidy,Fiction: Horror,NOT STARTED,,293,2023,,4.01
The Return of Martin Guerre,Non-Fiction,Natalie Zemon David,Non-Fiction: History,NOT STARTED,,162,1983,,3.76
North American Lake Monsters,Anthology,Nathan Ballingrud,Fiction: Horror,NOT STARTED,,205,2013,,3.97
Wounds: Six Stories from the Border of Hell,Anthology,Nathan Ballingrud,Fiction: Horror,NOT STARTED,,288,2019,,4.09
The Strange,Novel,Nathan Ballingrud,Fiction: Science Fiction,NOT STARTED,,304,2023,,3.86
"The Diamond Age: Or, a Young Lady's Illustrated Primer",Novel,Neal Stephenson,Fiction: Science Fiction,NOT STARTED,,499,1995,,4.16
Snow Crash,Novel,Neal Stephenson,Fiction: Science Fiction,NOT FINISHED,,559,1992,3.00,4.02
Termination Shock,Novel,Neal Stephenson,Fiction: Science Fiction,NOT STARTED,,708,2021,,3.84
Seveneves,Novel,Neal Stephenson,Fiction: Science Fiction,NOT STARTED,,872,2015,,4.00
Quicksilver,Novel,Neal Stephenson,Fiction: Science Fiction,NOT STARTED,"The Baroque Cycle, #1.",927,2003,,3.92
Anathem,Novel,Neal Stephenson,Fiction: Science Fiction,NOT STARTED,,937,2008,,4.17
Cryptonomicon,Novel,Neal Stephenson,Fiction: Science Fiction,NOT FINISHED,,1152,1999,3.00,4.24
Coraline,Novel,Neil Gaiman,Fiction: Fantasy,FINISHED,,176,2002,4.00,4.12
The Ocean at the End of the Lane,Novel,Neil Gaiman,Fiction: Fantasy,FINISHED,,195,2013,4.00,4.02
Norse Mythology,Novel,Neil Gaiman,Fiction: Fantasy,FINISHED,,301,2017,4.00,4.11
Neverwhere,Novel,Neil Gaiman,Fiction: Fantasy: Low,FINISHED,,370,1996,4.00,4.17
American Gods,Novel,Neil Gaiman,Fiction: Fantasy,NOT FINISHED,,635,2001,3.50,4.11
Shadows Over Baker Street,Anthology,"Neil Gaiman, Elizabeth Bear, Steve Perry, Steven-Elliot Altman, James Lowder, Brian M. Stableford, Poppy Z. Brite, David Ferguson, Barbara Hambly, Paul Finch, Tim Lebbon, Caitlín R. Kiernan, John P. Vourlis, Richard A. Lupoff, F. Gwynplaine MacIntyre, David Niall Wilson, Patricia Lee Macomber, Simon Clark",Fiction: Horror: Cosmic,NOT FINISHED,,438,2003,2.50,4.09
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Novel,"Neil Gaiman, Terry Pratchett",Fiction: Fantasy,NOT STARTED,,491,1990,,4.26
The Dirt: Confessions of the World's Most Notorious Rock Band,Non-Fiction,Neil Strauss,Non-Fiction: Music,NOT STARTED,,431,2001,,4.14
Before the Dawn: Recovering the Lost History of Our Ancestors,Non-Fiction,Nicholas Wade,Non-Fiction: History,NOT STARTED,,314,2006,,3.99
The Troop,Novel,Nick Cutter,Fiction: Horror,NOT STARTED,,407,2014,,3.85
I Am Providence,Novel,Nick Mamatas,Fiction: Horror: Cosmic,NOT STARTED,,256,2016,,3.14
The Exorcist's House,Novel,Nick Roberts,Fiction: Horror,NOT STARTED,,287,2022,,4.02
A Sick Gray Laugh,Novel,Nicole Cushing,Fiction: Horror,NOT STARTED,,290,2019,,3.78
This Is How They Tell Me the World Ends: The Cyberweapons Arms Race,Non-Fiction,Nicole Perlroth,Non-Fiction: Politics,NOT STARTED,,528,2021,,4.34
Viy,Novella,Nikolai Gogol,Fiction: Horror,NOT STARTED,,91,1835,,3.98
The Last Jew: A Novel of The Spanish Inquisition,Novel,Noah Gordon,Fiction: Historical,NOT STARTED,,348,1999,,4.14
The Physician,Novel,Noah Gordon,Fiction: Historical,FINISHED,"Cole Family, #1.",714,1986,4.00,4.40
Harlot's Ghost,Novel,Norman Mailer,Fiction: Historical,NOT STARTED,,1191,1991,,3.87
"The Outer Limits of Reason: What Science, Mathematics, and Logic Cannot Tell Us",Non-Fiction,Noson S. Yanofsky,Non-Fiction: Science,NOT STARTED,,403,2013,,4.02
Speech Sounds,Short Story,Octavia E. Butler,Fiction: Science Fiction: Apocalyptic,FINISHED,,12,1983,4.00,3.76
Bloodchild,Novelette,Octavia E. Butler,Fiction: Science Fiction,NOT STARTED,,32,1984,,4.35
Dawn,Novel,Octavia E. Butler,Fiction: Science Fiction: Apocalyptic,NOT STARTED,"Xenogenesis, #1.",248,1987,,4.16
Kindred,Novel,Octavia E. Butler,Fiction: Science Fiction,FINISHED,,288,1979,4.70,4.30
Parable of the Sower,Novel,Octavia E. Butler,Fiction: Science Fiction,FINISHED,"Earthseed, #1.",345,1993,4.91,4.21
Parable of the Talents,Novel,Octavia E. Butler,Fiction: Science Fiction,NOT STARTED,"Earthseed, #2.",448,1998,,4.31
Renaissance,Novel,Oliver Bowden,Fiction: Science Fiction,FINISHED,"Assassin's Creed, #1.",430,2009,4.00,3.72
Ender's Game,Novel,Orson Scott Card,Fiction: Science Fiction,FINISHED,"Ender's Saga, #1.",324,1985,4.00,4.31
The Children of Men,Novel,P. D. James,Fiction: Science Fiction: Dystopian,NOT STARTED,,241,1992,,3.67
Ring Shout,Novel,P. Djèli Clark,Fiction: Horror: Cosmic,NOT STARTED,,185,2020,,4.01
A Master of Djinn,Novel,P. Djèli Clark,Fiction: Fantasy: Historical,NOT STARTED,"Dead Djinn Universe, #1.",438,2012,,4.04
Child of All Ages,Short Story,P. J. Plauger,Fiction: Science Fiction,FINISHED,,14,1975,3.00,4.00
Howls from the Dark Ages,Anthology,P. L. McMillan,Fiction: Horror,NOT STARTED,,352,2022,,3.78
The Windup Girl,Novel,Paolo Bacigalupi,Fiction: Science Fiction: Biopunk,NOT STARTED,,359,2009,,3.75
Rock On,Short Story,Pat Cadigan,Fiction: Science Fiction: Cyberpunk,FINISHED,,9,1984,3.50,3.95
"Alas, Babylon",Novel,Pat Frank,Fiction: Science Fiction: Apocalyptic,FINISHED,,323,1959,4.90,4.08
A Time of Gifts – On Foot to Constantinople: From the Hook of Holland to the Middle Danube,Non-Fiction,Patrick Leight Fermor,Non-Fiction: Travel,NOT STARTED,"Trilogy, #1.",321,1977,,4.06
Master and Commander,Novel,Patrick O'Brian,Fiction: Historical,NOT STARTED,"Aubrey & Maturin, #1.",400,1969,,4.07
The Slow Regard of Silent Things,Novel,Patrick Rothfuss,Fiction: Fantasy: High,FINISHED,"The Kingkiller Chronicle, #2.5.",159,2014,1.00,3.88
The Name of the Wind,Novel,Patrick Rothfuss,Fiction: Fantasy: High,FINISHED,"The Kingkiller Chronicle, #1.",662,2007,4.00,4.52
The Wise Man's Fear,Novel,Patrick Rothfuss,Fiction: Fantasy: High,FINISHED,"The Kingkiller Chronicle, #2.",994,2011,3.00,4.55
City of Glass,Novel,Paul Auster,Fiction: Literary,NOT STARTED,"The New York Trilogy, #1.",203,1985,,3.77
Stone Lives,Novelette,Paul Di Filippo,Fiction: Science Fiction: Cyberpunk,FINISHED,,24,1985,3.50,3.95
Fire in the Valley: The Making of The Personal Computer,Non-Fiction,"Paul Freiberger, Michael Swaine",Non-Fiction: Science,NOT STARTED,,463,1984,,4.15
"The Astounding, the Amazing, and the Unknown",Novel,Paul Malmont,Fiction: Historical,NOT STARTED,,432,2011,,3.62
The Great Railway Bazaar: By Train Through Asia,Non-Fiction,Paul Theroux,Non-Fiction: Travel,FINISHED,,342,1975,3.75,3.90
The Kingdom by the Sea: A Journey Around Great Britain,Non-Fiction,Paul Theroux,Non-Fiction: Travel,NOT STARTED,,370,1983,,3.75
The Old Patagonian Express: By Train Through the Americas,Non-Fiction,Paul Theroux,Non-Fiction: Travel,FINISHED,,430,1979,4.50,3.95
Deep South: Four Seasons on Back Roads,Non-Fiction,Paul Theroux,Non-Fiction: Travel,NOT STARTED,,441,2015,,3.78
Ghost Train to the Eastern Star,Non-Fiction,Paul Theroux,Non-Fiction: Travel,NOT STARTED,,496,2008,,4.06
"Colder, Vol. 1",Graphic Novel,Paul Tobin,Fiction: Horror,NOT STARTED,"Colder, #1.",110,2012,,3.80
The Cabin at the End of the World,Novel,Paul Tremblay,Fiction: Horror,NOT STARTED,,272,2018,,3.32
A Head Full of Ghosts,Novel,Paul Tremblay,Fiction: Horror,FINISHED,,287,2015,4.00,3.79
Disappearance at Devil's Rock,Novel,Paul Tremblay,Fiction: Horror,NOT STARTED,,327,2016,,3.60
The Girl on the Train,Novel,Paula Hawkins,Fiction: Mystery,FINISHED,,336,2015,3.00,3.96
The Eagle and the Raven,Novel,Pauline Gedge,Fiction: Historical,NOT STARTED,,704,1978,,4.18
The House of Doctor Dee,Novel,Peter Ackroyd,Fiction: Historical,NOT STARTED,,277,1993,,3.36
Season of the Witch: How the Occult Saved Rock and Roll,Non-Fiction,Peter Bebergal,Non-Fiction: Music,NOT STARTED,,288,2014,,3.46
Jaws,Novel,Peter Benchley,Fiction: Horror,FINISHED,,320,1974,4.00,3.96
A Brief History of the Druids,Non-Fiction,Peter Berresford Ellis,Non-Fiction: History,NOT STARTED,,324,2013,,3.77
Pandora's Star,Novel,Peter F. Hamilton,Fiction: Science Fiction,NOT STARTED,"Commonwealth Saga, #1.",768,2004,,4.23
The Silk Roads: A New History of the World,Non-Fiction,Peter Frankopan,Non-Fiction: History,NOT STARTED,,636,2015,,4.18
The Montauk Project: Experiments in Time,Novel,"Peter Moon, Preston B. Nichols",Fiction: Science Fiction,NOT STARTED,"The Montauk Books, #1.",156,1992,,3.46
Ghost Story,Novel,Peter Straub,Fiction: Horror,NOT STARTED,,567,1979,,3.93
Floating Dragon,Novel,Peter Straub,Fiction: Horror,NOT STARTED,,595,1982,,3.83
The Warded Man,Novel,Peter V. Brett,Fiction: Fantasy: High,NOT STARTED,"The Demon Cycle, #1.",416,2008,,4.25
Blindsight,Novel,Peter Watts,Fiction: Science Fiction,NOT STARTED,"Firefall, #1.",384,2006,,4.01
The Bones of Avalon,Novel,Phil Rickman,Fiction: Historical,NOT STARTED,"John Dee Papers, #1.",445,2010,,3.68
Night Stalker: The Life and Crimes of Richard Ramirez,Non-Fiction,Philip Carlo,Non-Fiction: Crime,NOT STARTED,,592,1996,,4.01
Boys in the Valley,Novel,Philip Fracassi,Fiction: Horror,FINISHED,,335,2023,4.55,4.23
A Child Alone With Strangers,Novel,Philip Fracassi,Fiction: Horror,NOT STARTED,,631,2022,,4.33
The Sliced-Crosswise Only-on-Tuesday World,Short Story,Philip José Farmer,Fiction: Science Fiction,FINISHED,,9,1971,4.70,4.09
Riders of the Purple Wage,Novella,Philip José Farmer,Fiction: Science Fiction,FINISHED,,80,1967,3.75,4.17
To Your Scattered Bodies Go,Novel,Philip José Farmer,Fiction: Science Fiction,NOT STARTED,"Riverworld, #1.",220,1971,,3.94
Roog,Short Story,Philip K. Dick,Fiction: Science Fiction,FINISHED,,6,1953,4.00,4.17
Not by Its Cover,Short Story,Philip K. Dick,Fiction: Science Fiction,FINISHED,,10,1968,3.50,4.19
Of Withered Apples,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,10,1954,,4.21
The Impossible Planet,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,10,1953,,4.21
Human Is,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,12,1955,,4.21
Martians Come in Clouds,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,12,1953,,4.21
Some Kinds of Life,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,13,1953,,4.21
Survey Team,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,13,1954,,4.21
The War with the Fnools,Short Story,Philip K. Dick,Fiction: Science Fiction,FINISHED,,14,1964,4.00,4.20
Souvenir,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,14,1954,,4.21
The Commuter,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,14,1953,,4.21
The Gun,Short Story,Philip K. Dick,Fiction: Science Fiction,FINISHED,,15,1952,4.00,4.17
The Hood Maker,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,15,1955,,4.21
The Hanging Stranger,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,16,1953,,4.23
Impostor,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,16,1953,,4.21
Planet for Transients,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,16,1953,,4.21
Small Town,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,16,1954,,4.21
Precious Artifact,Short Story,Philip K. Dick,Fiction: Science Fiction,FINISHED,,17,1964,3.00,4.20
Return Match,Short Story,Philip K. Dick,Fiction: Science Fiction,FINISHED,,17,1967,3.00,4.19
The World She Wanted,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,17,1953,,4.21
Breakfast at Twilight,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,18,1954,,4.21
Prominent Author,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,18,1954,,4.21
A Present for Pat,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,19,1954,,4.21
James P. Crow,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,19,1954,,4.21
Progeny,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,19,1954,,4.21
The Trouble with Bubbles,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,19,1953,,4.21
A Surface Raid,Short Story,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,21,1955,,4.21
A Game of Unchance,Novelette,Philip K. Dick,Fiction: Science Fiction,FINISHED,,23,1964,3.50,4.20
Project: Earth,Novelette,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,24,1953,,4.21
Retreat Syndrome,Novelette,Philip K. Dick,Fiction: Science Fiction,FINISHED,,25,1965,3.00,4.20
Adjustment Team,Novelette,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,25,1954,,4.21
The Defenders,Novelette,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,25,1953,,4.17
Autofac,Novelette,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,26,1955,,4.18
The Little Black Box,Novelette,Philip K. Dick,Fiction: Science Fiction,FINISHED,,27,1964,3.00,4.20
Second Variety,Novelette,Philip K. Dick,Fiction: Science Fiction,FINISHED,,38,1953,4.70,4.21
Faith of Our Fathers,Novelette,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,38,1967,,4.17
Paycheck,Novelette,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,39,1953,,4.17
The Variable Man,Novella,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,75,1953,,4.17
"Flow My Tears, the Policeman Said",Novel,Philip K. Dick,Fiction: Science Fiction,NOT STARTED,,204,1974,,3.91
A Scanner Darkly,Novel,Philip K. Dick,Fiction: Science Fiction,NOT FINISHED,,219,1977,3.00,4.02
The Transmigration of Timothy Archer,Novel,Philip K. Dick,Fiction: Science Fiction,FINISHED,,255,1982,3.50,3.89
Do Androids Dream of Electric Sheep?,Novel,Philip K. Dick,Fiction: Science Fiction: Cyberpunk,FINISHED,,258,1968,4.70,4.09
The Man in the High Castle,Novel,Philip K. Dick,Fiction: Science Fiction: Alternative History,FINISHED,,259,1962,4.70,3.60
Ubik,Novel,Philip K. Dick,Fiction: Science Fiction,FINISHED,,288,1969,4.81,4.11
The Subtle Knife,Novel,Philip Pullman,Fiction: Fantasy: Low,FINISHED,"His Dark Materials, #2.",370,1997,4.00,4.15
The Golden Compass,Novel,Philip Pullman,Fiction: Fantasy: Low,FINISHED,"His Dark Materials, #1.",399,1995,4.00,4.02
The Amber Spyglass,Novel,Philip Pullman,Fiction: Fantasy: Low,FINISHED,"His Dark Materials, #3.",465,2000,4.00,4.10
The Plot Against America,Novel,Philip Roth,Fiction: Science Fiction: Alternative History,FINISHED,,391,2004,4.20,3.80
American Pastoral,Novel,Philip Roth,Fiction: Literary,NOT STARTED,,432,1997,,3.94
His Mouth Will Taste of Wormwood,Short Story,Poppy Z. Brite,Fiction: Horror: Cosmic,FINISHED,,10,1990,4.00,4.12
Exquisite Corpse,Novel,Poppy Z. Brite,Fiction: Horror,NOT STARTED,,240,1996,,3.79
Lost Souls,Novel,Poppy Z. Brite,Fiction: Horror,NOT FINISHED,,356,1992,2.00,3.90
The High Crusade,Novel,Poul Anderson,Fiction: Science Fiction,NOT FINISHED,,171,1960,3.00,3.89
Tau Zero,Novel,Poul Anderson,Fiction: Science Fiction,NOT STARTED,,190,1970,,3.83
Dream,Short Story,R. A. Lafferty,Fiction: Science Fiction,FINISHED,,4,1962,3.78,4.10
Sojourn,Novel,R. A. Salvatore,Fiction: Fantasy: High,FINISHED,"The Dark Elf Trilogy, #3.",309,1991,4.00,4.22
Streams of Silver,Novel,R. A. Salvatore,Fiction: Fantasy: High,FINISHED,"The Icewind Dale Trilogy, #2.",342,1989,4.00,4.17
Homeland,Novel,R. A. Salvatore,Fiction: Fantasy: High,FINISHED,"The Dark Elf Trilogy, #1.",343,1990,4.00,4.26
Exile,Novel,R. A. Salvatore,Fiction: Fantasy: High,FINISHED,"The Dark Elf Trilogy, #2.",343,1990,4.00,4.23
The Crystal Shard,Novel,R. A. Salvatore,Fiction: Fantasy: High,FINISHED,"The Icewind Dale Trilogy, #1.",344,1988,4.00,4.12
The Halfling's Gem,Novel,R. A. Salvatore,Fiction: Fantasy: High,FINISHED,"The Icewind Dale Trilogy, #3.",352,1990,4.00,4.19
